hospcode,name,prigov,type,org,region,provcode,prov,distcode,dist,subdistcode,subdist
09207,โรงพยาบาลส่งเสริมสุขภาพตำบลวัง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,11,84,สุราษฎร์ธานี,8407,ท่าชนะ,840705,วัง
41442,มิตรไมตรีคลินิกเวชกรรม(พรประภานิมิตร),เอกชน,คลินิกเอกชน,เอกชน,6,20,ชลบุรี,2004,บางละมุง,200402,หนองปรือ
02368,โรงพยาบาลส่งเสริมสุขภาพตำบลโพธิ์งาม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,6,25,ปราจีนบุรี,2507,ประจันตคาม,250709,โพธิ์งาม
06901,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก่ง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,60,นครสวรรค์,6001,เมืองนครสวรรค์,600111,บ้านแก่ง
13951,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยสามัคคี  ตำบลศรีวิลัย,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4510,เสลภูมิ,451014,ศรีวิสัย
13975,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนานิยม ตำบลแพด,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,47,สกลนคร,4709,คำตากล้า,470904,แพด
08350,โรงพยาบาลส่งเสริมสุขภาพตำบลตำบลบ้านยาง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,73,นครปฐม,7301,เมืองนครปฐม,730125,บ้านยาง
04123,โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยฆ้อง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,10,37,อำนาจเจริญ,3702,ชานุมาน,370205,ป่าก่อ
07311,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่เชียงราย ตำบลยกกระบัตร,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,63,ตาก,6303,สามเงา,630303,ยกกระบัตร
04862,โรงพยาบาลส่งเสริมสุขภาพตำบลด่านศรีสุข,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,43,หนองคาย,4317,โพธิ์ตาก,431703,ด่านศรีสุข
05915,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสันป๋อ ตำบลสันต้นหมื้อ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,50,เชียงใหม่,5010,แม่อาย,501003,สันต้นหมื้อ
02700,โรงพยาบาลส่งเสริมสุขภาพตำบลคอกหมู,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,9,30,นครราชสีมา,3013,ประทาย,301310,ดอนมัน
05611,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนแดง ตำบลคำเตย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,48,นครพนม,4801,เมืองนครพนม,480111,คำเตย
11171,โรงพยาบาลวังชิ้น,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,1,54,แพร่,5407,วังชิ้น,540701,วังชิ้น
02058,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตาเลียว ตำบลเขาแก้ว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,22,จันทบุรี,2203,ท่าใหม่,220324,เขาแก้ว
09326,โรงพยาบาลส่งเสริมสุขภาพตำบลบางแก้วใน ตำบลบางแก้ว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,85,ระนอง,8502,ละอุ่น,850205,บางแก้ว
06766,โรงพยาบาลส่งเสริมสุขภาพตำบลศรีถ้อย ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,57,เชียงราย,5710,แม่สรวย,571004,ศรีถ้อย
06773,โรงพยาบาลส่งเสริมสุขภาพตำบลสันสลี ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,57,เชียงราย,5711,เวียงป่าเป้า,571101,สันสลี
13973,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังเยี่ยม ตำบลหนองแวงใต้,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,47,สกลนคร,4708,วานรนิวาส,470814,หนองแวงใต้
07934,โรงพยาบาลส่งเสริมสุขภาพตำบลคุ้งพยอม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,70,ราชบุรี,7005,บ้านโป่ง,700511,คุ้งพยอม
08459,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าจีน  ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,74,สมุทรสาคร,7401,เมืองสมุทรสาคร,740108,ท่าจีน
77604,ศูนย์บริการสาธารณสุข เชิงเขา,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,4,19,สระบุรี,1901,เมืองสระบุรี,190101,ปากเพรียว
07136,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านซับป่าพลู ตำบลป่าอ้อ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,61,อุทัยธานี,6107,ลานสัก,610703,ป่าอ้อ
09482,โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งข่า,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,90,สงขลา,9004,นาทวี,900406,ท่าประดู่
01982,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองตะแบก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,21,ระยอง,2105,บ้านค่าย,210504,ตาขัน
04352,โรงพยาบาลส่งเสริมสุขภาพตำบล ตำบลบ้านฝาง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,40,ขอนแก่น,4009,กระนวน,400907,บ้านฝาง
06243,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวอแก้ว ตำบลวอแก้ว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,52,ลำปาง,5212,ห้างฉัตร,521207,วอแก้ว
09631,โรงพยาบาลส่งเสริมสุขภาพตำบลสาคร,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,91,สตูล,9104,ท่าแพ,910403,สาคร
02407,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหัวลิงใน ตำบลหนองแสง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,26,นครนายก,2602,ปากพลี,260206,หนองแสง
06401,โรงพยาบาลส่งเสริมสุขภาพตำบลสบสาย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,54,แพร่,5404,สูงเม่น,540410,สบสาย
04405,โรงพยาบาลส่งเสริมสุขภาพตำบลหันโจด,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,40,ขอนแก่น,4015,หนองสองห้อง,401509,หันโจด
05535,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวาใหญ่ ตำบลวาใหญ่,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,8,47,สกลนคร,4711,อากาศอำนวย,471103,วาใหญ่
01715,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองไข่น้ำ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,19,สระบุรี,1903,หนองแค,190311,หนองไข่น้ำ
06769,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวาวี ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,57,เชียงราย,5710,แม่สรวย,571006,วาวี
77655,ศูนย์สุขภาพชุมชนเทศบาลตำบลอัมพวา,รัฐบาล,ศูนย์สุขภาพชุมชน ของ รพ. / เมือง (ศสม.),กระทรวงสาธารณสุข,5,75,สมุทรสงคราม,7503,อัมพวา,750301,อัมพวา
09161,โรงพยาบาลส่งเสริมสุขภาพตำบลช้างซ้าย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,84,สุราษฎร์ธานี,8402,กาญจนดิษฐ์,840206,ช้างซ้าย
01796,โรงพยาบาลส่งเสริมสุขภาพตำบลสวนมะเดื่อ ตำบลวังม่วง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,19,สระบุรี,1912,วังม่วง,191203,วังม่วง
24925,มิตรไมตรีคลินิกเวชกรรม(ไทยสมบูรณ์),เอกชน,คลินิกเอกชน,เอกชน,4,13,ปทุมธานี,1302,คลองหลวง,130203,คลองสาม
13846,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก ตำบลหนองแวง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3119,บ้านใหม่ไชยพจน์,311901,หนองแวง
09936,โรงพยาบาลส่งเสริมสุขภาพตำบลบางมะรวด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,94,ปัตตานี,9404,ปะนาเระ,940409,บ้านกลาง
07392,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป้อม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,64,สุโขทัย,6403,คีรีมาศ,640303,บ้านป้อม
02333,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองสิบสอง ตำบลวังท่าช้าง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,6,25,ปราจีนบุรี,2502,กบินทร์บุรี,250214,วังท่าช้าง
24752,คลินิกเวชกรรมสุขภาพชุมชนเมืองกาย,เอกชน,คลินิกเอกชน,เอกชน,1,50,เชียงใหม่,5001,เมืองเชียงใหม่,500106,วัดเกต
05756,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงเย็น ตำบลดงเย็น,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,10,49,มุกดาหาร,4901,เมืองมุกดาหาร,490111,ดงเย็น
02060,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังกระทิง ตำบลโป่งน้ำร้อน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,22,จันทบุรี,2204,โป่งน้ำร้อน,220402,โป่งน้ำร้อน
02380,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองเกตุ ตำบลโคกไทย,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,6,25,ปราจีนบุรี,2509,ศรีมโหสถ,250902,โคกไทย
13832,โรงพยาบาลส่งเสริมสุขภาพตำบลตลาดไทร,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,9,30,นครราชสีมา,3017,ชุมพวง,301705,ตลาดไทร
06490,โรงพยาบาลส่งเสริมสุขภาพตำบลศิลาแลง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,55,น่าน,5505,ปัว,550504,ศิลาแลง
07139,โรงพยาบาลส่งเสริมสุขภาพตำบลระบำ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,61,อุทัยธานี,6107,ลานสัก,610704,ระบำ
07018,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยางขาว,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,3,60,นครสวรรค์,6010,พยุหะคีรี,601005,ยางขาว
05282,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังยาว  ตำบลพลับพลา,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4518,เชียงขวัญ,451802,พลับพลา
05294,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองสอ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,46,กาฬสินธุ์,4601,เมืองกาฬสินธุ์,460105,ลำปาว
06654,โรงพยาบาลส่งเสริมสุขภาพตำบลสันทราย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,57,เชียงราย,5701,เมืองเชียงราย,570107,สันทราย
08689,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองเตาปูน ตำบลกุยเหนือ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,77,ประจวบคีรีขันธ์,7702,กุยบุรี,770202,กุยเหนือ
02250,โรงพยาบาลส่งเสริมสุขภาพตำบลแสนภูดาษ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,6,24,ฉะเชิงเทรา,2405,บ้านโพธิ์,240516,แสนภูดาษ
08278,โรงพยาบาลส่งเสริมสุขภาพตำบลดอนมะนาว,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,72,สุพรรณบุรี,7207,สองพี่น้อง,720715,ดอนมะนาว
07393,โรงพยาบาลส่งเสริมสุขภาพตำบลสามพวง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,64,สุโขทัย,6403,คีรีมาศ,640304,สามพวง
09270,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งหลวง ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,84,สุราษฎร์ธานี,8415,เวียงสระ,841504,ทุ่งหลวง
01324,โรงพยาบาลส่งเสริมสุขภาพตำบลปลายกลัด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,14,พระนครศรีอยุธยา,1413,บางซ้าย,141304,ปลายกลัด
04422,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุดดุก ตำบลดินดำ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,40,ขอนแก่น,4016,ภูเวียง,401616,ดินดำ
08150,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสระลงเรือ ตำบลสระลงเรือ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,71,กาญจนบุรี,7113,ห้วยกระเจา,711304,สระลงเรือ
06435,โรงพยาบาลส่งเสริมสุขภาพตำบลวังลึก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,54,แพร่,5407,วังชิ้น,540704,นาพูน
24706,ศูนย์บริการสุขภาพเทศบาลตำบลหนองป่าครั่ง,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,1,50,เชียงใหม่,5001,เมืองเชียงใหม่,500113,หนองป่าครั่ง
14284,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหาดทรายมูล,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,7,46,กาฬสินธุ์,4608,ห้วยเม็ก,460806,พิมูล
05284,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าสามัคคี  ตำบลพระเจ้า,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4518,เชียงขวัญ,451804,พระเจ้า
06164,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำจำ ตำบลหลวงใต้,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,52,ลำปาง,5205,งาว,520502,หลวงใต้
08309,โรงพยาบาลส่งเสริมสุขภาพตำบลเจดีย์,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,72,สุพรรณบุรี,7209,อู่ทอง,720911,เจดีย์
08575,โรงพยาบาลส่งเสริมสุขภาพตำบลต้นมะพร้าว,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,76,เพชรบุรี,7601,เมืองเพชรบุรี,760119,ต้นมะพร้าว
03734,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแดง ตำบลดอนจิก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3419,พิบูลมังสาหาร,341904,ดอนจิก
11174,โรงพยาบาลบ้านหลวง,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,1,55,น่าน,5503,บ้านหลวง,550302,ป่าคาหลวง
01113,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านธาตุทอง ,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,13,ปทุมธานี,1305,ลาดหลุมแก้ว,130502,ลาดหลุมแก้ว
11448,โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ,รัฐบาล,โรงพยาบาลทั่วไป,กระทรวงสาธารณสุข,8,43,หนองคาย,4302,ท่าบ่อ,430201,ท่าบ่อ
08426,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงเกตุ ตำบลสามพราน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,73,นครปฐม,7306,สามพราน,730606,สามพราน
23430,ศูนย์บริการสาธารณสุขเทศบาลตำบลกำแพงเพชร,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,12,90,สงขลา,9009,รัตภูมิ,900901,กำแพงเพชร
40907,ศูนย์บริการสาธารณสุข 5(อนุกูลธัญกิจอุปถัมภ์),รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,4,13,ปทุมธานี,1303,ธัญบุรี,130301,ประชาธิปัตย์
01533,โรงพยาบาลส่งเสริมสุขภาพตำบลแก่งผักกูด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,16,ลพบุรี,1607,ท่าหลวง,160702,แก่งผักกูด
10075,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปงตา  ตำบลบือมัง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,95,ยะลา,9506,รามัน,950612,บือมัง
09518,โรงพยาบาลส่งเสริมสุขภาพตำบลผักกูด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,90,สงขลา,9007,ระโนด,900705,บ้านใหม่
08326,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านต้นสำโรง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,73,นครปฐม,7301,เมืองนครปฐม,730104,ธรรมศาลา
09381,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคอกม้า ตำบลบางสน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,86,ชุมพร,8603,ปะทิว,860301,บางสน
22831,สถานพยาบาลเรือนจำอำเภอบัวใหญ่,รัฐบาล,ศูนย์บริการสาธารณสุข,กระทรวงยุติธรรม,9,30,นครราชสีมา,3012,บัวใหญ่,301215,ด่านช้าง
04960,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาสีนวน,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,44,มหาสารคาม,4404,กันทรวิชัย,440405,นาสีนวน
14261,โรงพยาบาลส่งเสริมสุขภาพตำบลนิคมสร้างตนเอง 2,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3425,สิรินธร,342506,คำเขื่อนแก้ว
05280,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคุยขนวน  ตำบลเชียงขวัญ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,7,45,ร้อยเอ็ด,4518,เชียงขวัญ,451801,เชียงขวัญ
04860,โรงพยาบาลส่งเสริมสุขภาพตำบลโพนทอง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,43,หนองคาย,4317,โพธิ์ตาก,431702,โพนทอง
08145,โรงพยาบาลส่งเสริมสุขภาพตำบลทัพพระยา,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,71,กาญจนบุรี,7113,ห้วยกระเจา,711301,ห้วยกระเจา
08033,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งก้างย่าง ตำบลไทรโยค,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,5,71,กาญจนบุรี,7102,ไทรโยค,710204,ไทรโยค
08922,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปัง ตำบลควนชุม,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,11,80,นครศรีธรรมราช,8013,ร่อนพิบูลย์,801306,ควนชุม
05952,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านมะขุนหวาน ตำบลมะขุนหวาน,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,50,เชียงใหม่,5012,สันป่าตอง,501215,มะขุนหวาน
01279,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใหญ่,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,4,14,พระนครศรีอยุธยา,1408,ผักไห่,140816,บ้านใหญ่
05407,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองสรวง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,7,46,กาฬสินธุ์,4612,หนองกุงศรี,461204,หนองสรวง
09966,โรงพยาบาลส่งเสริมสุขภาพตำบลแป้น,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,94,ปัตตานี,9407,สายบุรี,940710,แป้น
06304,โรงพยาบาลส่งเสริมสุขภาพตำบลม่วงเจ็ดต้น,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,2,53,อุตรดิตถ์,5306,บ้านโคก,530601,ม่วงเจ็ดต้น
02995,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบุแปบ ตำบลทะเมนชัย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,31,บุรีรัมย์,3110,ลำปลายมาศ,311004,ทะเมนชัย
03752,โรงพยาบาลส่งเสริมสุขภาพตำบลสำโรง,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3420,ตาลสุม,342002,สำโรง
41083,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำใส,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,94,ปัตตานี,9405,มายอ,940505,ลุโบะยิไร
03711,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไผ่ใหญ่ ตำบลไผ่ใหญ่,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3414,ม่วงสามสิบ,341412,ไผ่ใหญ่
10959,โรงพยาบาลสำโรง,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,10,34,อุบลราชธานี,3422,สำโรง,342201,สำโรง
07410,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปรักรัก ตำบลกกแรต,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,2,64,สุโขทัย,6404,กงไกรลาศ,640408,กกแรต
10352,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไม้สลี,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,1,51,ลำพูน,5105,ทุ่งหัวช้าง,510503,ตะเคียนปม
08755,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปลายท่า  ตำบลนาทราย,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,80,นครศรีธรรมราช,8001,เมืองนครศรีธรรมราช,800108,นาทราย
03844,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดู่ลาด ตำบลดู่ลาด,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,10,35,ยโสธร,3502,ทรายมูล,350202,ดู่ลาด
03965,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาฮี,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,9,36,ชัยภูมิ,3603,คอนสวรรค์,360309,ศรีสำราญ
09417,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองน้อย ตำบลทุ่งระยะ,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,11,86,ชุมพร,8607,สวี,860703,ทุ่งระยะ
09304,โรงพยาบาลส่งเสริมสุขภาพตำบลสองแพรก,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,11,84,สุราษฎร์ธานี,8418,ชัยบุรี,841801,สองแพรก
04671,โรงพยาบาลส่งเสริมสุขภาพตำบลไร่ทาม,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,8,42,เลย,4201,เมืองเลย,420107,นาอาน
08718,โรงพยาบาลส่งเสริมสุขภาพตำบลทองมงคล,รัฐบาล,ศูนย์บริการสาธารณสุข อปท.,องค์กรปกครองส่วนท้องถิ่น,5,77,ประจวบคีรีขันธ์,7704,บางสะพาน,770406,ทองมงคล
10132,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบือและห์,รัฐบาล,โรงพยาบาลส่งเสริมสุขภาพตำบล,กระทรวงสาธารณสุข,12,96,นราธิวาส,9606,รือเสาะ,960602,สาวอ
