จังหวัด,อำเภอ,ตำบล,Login Code
เพชรบูรณ์,วิเชียรบุรี,ยางสาว,670513
เพชรบูรณ์,วิเชียรบุรี,ซับน้อย,670514
เพชรบูรณ์,ศรีเทพ,ศรีเทพ,670601
เพชรบูรณ์,ศรีเทพ,สระกรวด,670602
เพชรบูรณ์,ศรีเทพ,คลองกระจัง,670603
เพชรบูรณ์,ศรีเทพ,นาสนุ่น,670604
เพชรบูรณ์,ศรีเทพ,โคกสะอาด,670605
เพชรบูรณ์,ศรีเทพ,หนองย่างทอย,670606
เพชรบูรณ์,ศรีเทพ,ประดู่งาม,670607
เพชรบูรณ์,หนองไผ่,กองทูล,670701
เพชรบูรณ์,หนองไผ่,นาเฉลียง,670702
เพชรบูรณ์,หนองไผ่,บ้านโภชน์,670703
เพชรบูรณ์,หนองไผ่,ท่าแดง,670704
เพชรบูรณ์,หนองไผ่,เพชรละคร,670705
เพชรบูรณ์,หนองไผ่,บ่อไทย,670706
เพชรบูรณ์,หนองไผ่,ห้วยโป่ง,670707
เพชรบูรณ์,หนองไผ่,วังท่าดี,670708
เพชรบูรณ์,หนองไผ่,บัววัฒนา,670709
เพชรบูรณ์,หนองไผ่,หนองไผ่,670710
เพชรบูรณ์,หนองไผ่,วังโบสถ์,670711
เพชรบูรณ์,หนองไผ่,ยางงาม,670712
เพชรบูรณ์,หนองไผ่,ท่าด้วง,670713
เพชรบูรณ์,บึงสามพัน,ซับสมอทอด,670801
เพชรบูรณ์,บึงสามพัน,ซับไม้แดง,670802
เพชรบูรณ์,บึงสามพัน,หนองแจง,670803
เพชรบูรณ์,บึงสามพัน,กันจุ,670804
เพชรบูรณ์,บึงสามพัน,วังพิกุล,670805
เพชรบูรณ์,บึงสามพัน,พญาวัง,670806
เพชรบูรณ์,บึงสามพัน,ศรีมงคล,670807
เพชรบูรณ์,บึงสามพัน,สระแก้ว,670808
เพชรบูรณ์,บึงสามพัน,บึงสามพัน,670809
เพชรบูรณ์,น้ำหนาว,น้ำหนาว,670901
เพชรบูรณ์,น้ำหนาว,หลักด่าน,670902
เพชรบูรณ์,น้ำหนาว,วังกวาง,670903
เพชรบูรณ์,น้ำหนาว,โคกมน,670904
เพชรบูรณ์,วังโป่ง,วังโป่ง,671001
เพชรบูรณ์,วังโป่ง,ท้ายดง,671002
เพชรบูรณ์,วังโป่ง,ซับเปิบ,671003
เพชรบูรณ์,วังโป่ง,วังหิน,671004
เพชรบูรณ์,วังโป่ง,วังศาล,671005
เพชรบูรณ์,เขาค้อ,ทุ่งสมอ,671101
เพชรบูรณ์,เขาค้อ,แคมป์สน,671102
เพชรบูรณ์,เขาค้อ,เขาค้อ,671103
เพชรบูรณ์,เขาค้อ,ริมสีม่วง,671104
เพชรบูรณ์,เขาค้อ,สะเดาะพง,671105
เพชรบูรณ์,เขาค้อ,หนองแม่นา,671106
เพชรบูรณ์,เขาค้อ,เข็กน้อย,671107
ราชบุรี,เมืองราชบุรี,หน้าเมือง,700101
ราชบุรี,เมืองราชบุรี,เจดีย์หัก,700102
ราชบุรี,เมืองราชบุรี,ดอนตะโก,700103
ราชบุรี,เมืองราชบุรี,หนองกลางนา,700104
ราชบุรี,เมืองราชบุรี,ห้วยไผ่,700105
ราชบุรี,เมืองราชบุรี,คุ้งน้ำวน,700106
ราชบุรี,เมืองราชบุรี,คุ้งกระถิน,700107
ราชบุรี,เมืองราชบุรี,อ่างทอง,700108
ราชบุรี,เมืองราชบุรี,โคกหม้อ,700109
ราชบุรี,เมืองราชบุรี,สามเรือน,700110
ราชบุรี,เมืองราชบุรี,พิกุลทอง,700111
ราชบุรี,เมืองราชบุรี,น้ำพุ,700112
ราชบุรี,เมืองราชบุรี,ดอนแร่,700113
ราชบุรี,เมืองราชบุรี,หินกอง,700114
ราชบุรี,เมืองราชบุรี,เขาแร้ง,700115
ราชบุรี,เมืองราชบุรี,เกาะพลับพลา,700116
ราชบุรี,เมืองราชบุรี,หลุมดิน,700117
ราชบุรี,เมืองราชบุรี,บางป่า,700118
ราชบุรี,เมืองราชบุรี,พงสวาย,700119
ราชบุรี,เมืองราชบุรี,คูบัว,700120
ราชบุรี,เมืองราชบุรี,ท่าราบ,700121
ราชบุรี,เมืองราชบุรี,บ้านไร่,700122
ราชบุรี,จอมบึง,จอมบึง,700201
ราชบุรี,จอมบึง,ปากช่อง,700202
ราชบุรี,จอมบึง,เบิกไพร,700203
ราชบุรี,จอมบึง,ด่านทับตะโก,700204
ราชบุรี,จอมบึง,แก้มอ้น,700205
ราชบุรี,จอมบึง,รางบัว,700206
ราชบุรี,สวนผึ้ง,สวนผึ้ง,700301
ราชบุรี,สวนผึ้ง,ป่าหวาย,700302
ราชบุรี,สวนผึ้ง,ท่าเคย,700304
ราชบุรี,สวนผึ้ง,ตะนาวศรี,700307
ราชบุรี,ดำเนินสะดวก,ดำเนินสะดวก,700401
ราชบุรี,ดำเนินสะดวก,ประสาทสิทธิ์,700402
ราชบุรี,ดำเนินสะดวก,ศรีสุราษฎร์,700403
ราชบุรี,ดำเนินสะดวก,ตาหลวง,700404
ราชบุรี,ดำเนินสะดวก,ดอนกรวย,700405
ราชบุรี,ดำเนินสะดวก,ดอนคลัง,700406
ราชบุรี,ดำเนินสะดวก,บัวงาม,700407
ราชบุรี,ดำเนินสะดวก,บ้านไร่,700408
ราชบุรี,ดำเนินสะดวก,แพงพวย,700409
ราชบุรี,ดำเนินสะดวก,สี่หมื่น,700410
ราชบุรี,ดำเนินสะดวก,ท่านัด,700411
ราชบุรี,ดำเนินสะดวก,ขุนพิทักษ์,700412
ราชบุรี,ดำเนินสะดวก,ดอนไผ่,700413
ราชบุรี,บ้านโป่ง,บ้านโป่ง,700501
ราชบุรี,บ้านโป่ง,ท่าผา,700502
ราชบุรี,บ้านโป่ง,กรับใหญ่,700503
ราชบุรี,บ้านโป่ง,ปากแรต,700504
ราชบุรี,บ้านโป่ง,หนองกบ,700505
ราชบุรี,บ้านโป่ง,หนองอ้อ,700506
ราชบุรี,บ้านโป่ง,ดอนกระเบื้อง,700507
ราชบุรี,บ้านโป่ง,สวนกล้วย,700508
ราชบุรี,บ้านโป่ง,นครชุมน์,700509
ราชบุรี,บ้านโป่ง,บ้านม่วง,700510
ราชบุรี,บ้านโป่ง,คุ้งพยอม,700511
ราชบุรี,บ้านโป่ง,หนองปลาหมอ,700512
ราชบุรี,บ้านโป่ง,เขาขลุง,700513
ราชบุรี,บ้านโป่ง,เบิกไพร,700514
ราชบุรี,บ้านโป่ง,ลาดบัวขาว,700515
ราชบุรี,บางแพ,บางแพ,700601
ราชบุรี,บางแพ,วังเย็น,700602
ราชบุรี,บางแพ,หัวโพ,700603
ราชบุรี,บางแพ,วัดแก้ว,700604
ราชบุรี,บางแพ,ดอนใหญ่,700605
ราชบุรี,บางแพ,ดอนคา,700606
ราชบุรี,บางแพ,โพหัก,700607
ราชบุรี,โพธาราม,โพธาราม,700701
ราชบุรี,โพธาราม,ดอนกระเบื้อง,700702
ราชบุรี,โพธาราม,หนองโพ,700703
ราชบุรี,โพธาราม,บ้านเลือก,700704
ราชบุรี,โพธาราม,คลองตาคต,700705
ราชบุรี,โพธาราม,บ้านฆ้อง,700706
ราชบุรี,โพธาราม,บ้านสิงห์,700707
ราชบุรี,โพธาราม,ดอนทราย,700708
ราชบุรี,โพธาราม,เจ็ดเสมียน,700709
ราชบุรี,โพธาราม,คลองข่อย,700710
ราชบุรี,โพธาราม,ชำแระ,700711
ราชบุรี,โพธาราม,สร้อยฟ้า,700712
ราชบุรี,โพธาราม,ท่าชุมพล,700713
ราชบุรี,โพธาราม,บางโตนด,700714
ราชบุรี,โพธาราม,เตาปูน,700715
ราชบุรี,โพธาราม,นางแก้ว,700716
ราชบุรี,โพธาราม,ธรรมเสน,700717
ราชบุรี,โพธาราม,เขาชะงุ้ม,700718
ราชบุรี,โพธาราม,หนองกวาง,700719
ราชบุรี,ปากท่อ,ทุ่งหลวง,700801
ราชบุรี,ปากท่อ,วังมะนาว,700802
ราชบุรี,ปากท่อ,ดอนทราย,700803
ราชบุรี,ปากท่อ,หนองกระทุ่ม,700804
ราชบุรี,ปากท่อ,ปากท่อ,700805
ราชบุรี,ปากท่อ,ป่าไก่,700806
ราชบุรี,ปากท่อ,วัดยางงาม,700807
ราชบุรี,ปากท่อ,อ่างหิน,700808
ราชบุรี,ปากท่อ,บ่อกระดาน,700809
ราชบุรี,ปากท่อ,ยางหัก,700810
ราชบุรี,ปากท่อ,วันดาว,700811
ราชบุรี,ปากท่อ,ห้วยยางโทน,700812
ราชบุรี,วัดเพลง,เกาะศาลพระ,700901
ราชบุรี,วัดเพลง,จอมประทัด,700902
ราชบุรี,วัดเพลง,วัดเพลง,700903
ราชบุรี,บ้านคา,บ้านคา,701001
ราชบุรี,บ้านคา,บ้านบึง,701002
ราชบุรี,บ้านคา,หนองพันจันทร์,701003
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเหนือ,710101
กาญจนบุรี,เมืองกาญจนบุรี,บ้านใต้,710102
กาญจนบุรี,เมืองกาญจนบุรี,ปากแพรก,710103
กาญจนบุรี,เมืองกาญจนบุรี,ท่ามะขาม,710104
กาญจนบุรี,เมืองกาญจนบุรี,แก่งเสี้ยน,710105
กาญจนบุรี,เมืองกาญจนบุรี,หนองบัว,710106
กาญจนบุรี,เมืองกาญจนบุรี,ลาดหญ้า,710107
กาญจนบุรี,เมืองกาญจนบุรี,วังด้ง,710108
กาญจนบุรี,เมืองกาญจนบุรี,ช่องสะเดา,710109
กาญจนบุรี,เมืองกาญจนบุรี,หนองหญ้า,710110
กาญจนบุรี,เมืองกาญจนบุรี,เกาะสำโรง,710111
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเก่า,710113
กาญจนบุรี,เมืองกาญจนบุรี,วังเย็น,710116
กาญจนบุรี,ไทรโยค,ลุ่มสุ่ม,710201
กาญจนบุรี,ไทรโยค,ท่าเสา,710202
กาญจนบุรี,ไทรโยค,สิงห์,710203
กาญจนบุรี,ไทรโยค,ไทรโยค,710204
กาญจนบุรี,ไทรโยค,วังกระแจะ,710205
กาญจนบุรี,ไทรโยค,ศรีมงคล,710206
กาญจนบุรี,ไทรโยค,บ้องตี้,710207
กาญจนบุรี,บ่อพลอย,บ่อพลอย,710301
กาญจนบุรี,บ่อพลอย,หนองกุ่ม,710302
กาญจนบุรี,บ่อพลอย,หนองรี,710303
กาญจนบุรี,บ่อพลอย,หลุมรัง,710305
กาญจนบุรี,บ่อพลอย,ช่องด่าน,710308
กาญจนบุรี,บ่อพลอย,หนองกร่าง,710309
กาญจนบุรี,ศรีสวัสดิ์,นาสวน,710401
กาญจนบุรี,ศรีสวัสดิ์,ด่านแม่แฉลบ,710402
กาญจนบุรี,ศรีสวัสดิ์,หนองเป็ด,710403
กาญจนบุรี,ศรีสวัสดิ์,ท่ากระดาน,710404
กาญจนบุรี,ศรีสวัสดิ์,เขาโจด,710405
กาญจนบุรี,ศรีสวัสดิ์,แม่กระบุง,710406
กาญจนบุรี,ท่ามะกา,พงตึก,710501
กาญจนบุรี,ท่ามะกา,ยางม่วง,710502
กาญจนบุรี,ท่ามะกา,ดอนชะเอม,710503
กาญจนบุรี,ท่ามะกา,ท่าไม้,710504
กาญจนบุรี,ท่ามะกา,ตะคร้ำเอน,710505
กาญจนบุรี,ท่ามะกา,ท่ามะกา,710506
กาญจนบุรี,ท่ามะกา,ท่าเรือ,710507
กาญจนบุรี,ท่ามะกา,โคกตะบอง,710508
กาญจนบุรี,ท่ามะกา,ดอนขมิ้น,710509
กาญจนบุรี,ท่ามะกา,อุโลกสี่หมื่น,710510
กาญจนบุรี,ท่ามะกา,เขาสามสิบหาบ,710511
กาญจนบุรี,ท่ามะกา,พระแท่น,710512
กาญจนบุรี,ท่ามะกา,หวายเหนียว,710513
กาญจนบุรี,ท่ามะกา,แสนตอ,710514
กาญจนบุรี,ท่ามะกา,สนามแย้,710515
กาญจนบุรี,ท่ามะกา,ท่าเสา,710516
กาญจนบุรี,ท่ามะกา,หนองลาน,710517
กาญจนบุรี,ท่าม่วง,ท่าม่วง,710601
กาญจนบุรี,ท่าม่วง,วังขนาย,710602
กาญจนบุรี,ท่าม่วง,วังศาลา,710603
กาญจนบุรี,ท่าม่วง,ท่าล้อ,710604
กาญจนบุรี,ท่าม่วง,หนองขาว,710605
กาญจนบุรี,ท่าม่วง,ทุ่งทอง,710606
กาญจนบุรี,ท่าม่วง,เขาน้อย,710607
กาญจนบุรี,ท่าม่วง,ม่วงชุม,710608
กาญจนบุรี,ท่าม่วง,บ้านใหม่,710609
กาญจนบุรี,ท่าม่วง,พังตรุ,710610
กาญจนบุรี,ท่าม่วง,ท่าตะคร้อ,710611
กาญจนบุรี,ท่าม่วง,รางสาลี่,710612
กาญจนบุรี,ท่าม่วง,หนองตากยา,710613
กาญจนบุรี,ทองผาภูมิ,ท่าขนุน,710701
กาญจนบุรี,ทองผาภูมิ,ปิล๊อก,710702
กาญจนบุรี,ทองผาภูมิ,หินดาด,710703
กาญจนบุรี,ทองผาภูมิ,ลิ่นถิ่น,710704
กาญจนบุรี,ทองผาภูมิ,ชะแล,710705
กาญจนบุรี,ทองผาภูมิ,ห้วยเขย่ง,710706
กาญจนบุรี,ทองผาภูมิ,สหกรณ์นิคม,710707
กาญจนบุรี,สังขละบุรี,หนองลู,710801
กาญจนบุรี,สังขละบุรี,ปรังเผล,710802
กาญจนบุรี,สังขละบุรี,ไล่โว่,710803
กาญจนบุรี,พนมทวน,พนมทวน,710901
กาญจนบุรี,พนมทวน,หนองโรง,710902
กาญจนบุรี,พนมทวน,ทุ่งสมอ,710903
กาญจนบุรี,พนมทวน,ดอนเจดีย์,710904
กาญจนบุรี,พนมทวน,พังตรุ,710905
กาญจนบุรี,พนมทวน,รางหวาย,710906
กาญจนบุรี,พนมทวน,หนองสาหร่าย,710911
กาญจนบุรี,พนมทวน,ดอนตาเพชร,710912
กาญจนบุรี,เลาขวัญ,เลาขวัญ,711001
กาญจนบุรี,เลาขวัญ,หนองโสน,711002
กาญจนบุรี,เลาขวัญ,หนองประดู่,711003
กาญจนบุรี,เลาขวัญ,หนองปลิง,711004
กาญจนบุรี,เลาขวัญ,หนองนกแก้ว,711005
กาญจนบุรี,เลาขวัญ,ทุ่งกระบ่ำ,711006
กาญจนบุรี,เลาขวัญ,หนองฝ้าย,711007
กาญจนบุรี,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,711101
กาญจนบุรี,ด่านมะขามเตี้ย,กลอนโด,711102
กาญจนบุรี,ด่านมะขามเตี้ย,จรเข้เผือก,711103
กาญจนบุรี,ด่านมะขามเตี้ย,หนองไผ่,711104
กาญจนบุรี,หนองปรือ,หนองปรือ,711201
กาญจนบุรี,หนองปรือ,หนองปลาไหล,711202
กาญจนบุรี,หนองปรือ,สมเด็จเจริญ,711203
กาญจนบุรี,ห้วยกระเจา,ห้วยกระเจา,711301
กาญจนบุรี,ห้วยกระเจา,วังไผ่,711302
กาญจนบุรี,ห้วยกระเจา,ดอนแสลบ,711303
กาญจนบุรี,ห้วยกระเจา,สระลงเรือ,711304
สุพรรณบุรี,เมืองสุพรรณบุรี,ท่าพี่เลี้ยง,720101
สุพรรณบุรี,เมืองสุพรรณบุรี,รั้วใหญ่,720102
สุพรรณบุรี,เมืองสุพรรณบุรี,ทับตีเหล็ก,720103
สุพรรณบุรี,เมืองสุพรรณบุรี,ท่าระหัด,720104
สุพรรณบุรี,เมืองสุพรรณบุรี,ไผ่ขวาง,720105
สุพรรณบุรี,เมืองสุพรรณบุรี,โคกโคเฒ่า,720106
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนตาล,720107
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนมะสังข์,720108
สุพรรณบุรี,เมืองสุพรรณบุรี,พิหารแดง,720109
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนกำยาน,720110
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนโพธิ์ทอง,720111
สุพรรณบุรี,เมืองสุพรรณบุรี,บ้านโพธิ์,720112
สุพรรณบุรี,เมืองสุพรรณบุรี,สระแก้ว,720113
สุพรรณบุรี,เมืองสุพรรณบุรี,ตลิ่งชัน,720114
สุพรรณบุรี,เมืองสุพรรณบุรี,บางกุ้ง,720115
สุพรรณบุรี,เมืองสุพรรณบุรี,ศาลาขาว,720116
สุพรรณบุรี,เมืองสุพรรณบุรี,สวนแตง,720117
สุพรรณบุรี,เมืองสุพรรณบุรี,สนามชัย,720118
สุพรรณบุรี,เมืองสุพรรณบุรี,โพธิ์พระยา,720119
สุพรรณบุรี,เมืองสุพรรณบุรี,สนามคลี,720120
สุพรรณบุรี,เดิมบางนางบวช,เขาพระ,720201
สุพรรณบุรี,เดิมบางนางบวช,เดิมบาง,720202
สุพรรณบุรี,เดิมบางนางบวช,นางบวช,720203
สุพรรณบุรี,เดิมบางนางบวช,เขาดิน,720204
สุพรรณบุรี,เดิมบางนางบวช,ปากน้ำ,720205
สุพรรณบุรี,เดิมบางนางบวช,ทุ่งคลี,720206
สุพรรณบุรี,เดิมบางนางบวช,โคกช้าง,720207
สุพรรณบุรี,เดิมบางนางบวช,หัวเขา,720208
สุพรรณบุรี,เดิมบางนางบวช,หัวนา,720209
สุพรรณบุรี,เดิมบางนางบวช,บ่อกรุ,720210
สุพรรณบุรี,เดิมบางนางบวช,วังศรีราช,720211
สุพรรณบุรี,เดิมบางนางบวช,ป่าสะแก,720212
สุพรรณบุรี,เดิมบางนางบวช,ยางนอน,720213
สุพรรณบุรี,เดิมบางนางบวช,หนองกระทุ่ม,720214
สุพรรณบุรี,ด่านช้าง,หนองมะค่าโมง,720301
สุพรรณบุรี,ด่านช้าง,ด่านช้าง,720302
สุพรรณบุรี,ด่านช้าง,ห้วยขมิ้น,720303
สุพรรณบุรี,ด่านช้าง,องค์พระ,720304
สุพรรณบุรี,ด่านช้าง,วังคัน,720305
สุพรรณบุรี,ด่านช้าง,นิคมกระเสียว,720306
สุพรรณบุรี,ด่านช้าง,วังยาว,720307
สุพรรณบุรี,บางปลาม้า,โคกคราม,720401
สุพรรณบุรี,บางปลาม้า,บางปลาม้า,720402
สุพรรณบุรี,บางปลาม้า,ตะค่า,720403
สุพรรณบุรี,บางปลาม้า,บางใหญ่,720404
สุพรรณบุรี,บางปลาม้า,กฤษณา,720405
สุพรรณบุรี,บางปลาม้า,สาลี,720406
สุพรรณบุรี,บางปลาม้า,ไผ่กองดิน,720407
สุพรรณบุรี,บางปลาม้า,องครักษ์,720408
สุพรรณบุรี,บางปลาม้า,จรเข้ใหญ่,720409
สุพรรณบุรี,บางปลาม้า,บ้านแหลม,720410
สุพรรณบุรี,บางปลาม้า,มะขามล้ม,720411
สุพรรณบุรี,บางปลาม้า,วังน้ำเย็น,720412
สุพรรณบุรี,บางปลาม้า,วัดโบสถ์,720413
สุพรรณบุรี,บางปลาม้า,วัดดาว,720414
สุพรรณบุรี,ศรีประจันต์,ศรีประจันต์,720501
สุพรรณบุรี,ศรีประจันต์,บ้านกร่าง,720502
สุพรรณบุรี,ศรีประจันต์,มดแดง,720503
สุพรรณบุรี,ศรีประจันต์,บางงาม,720504
สุพรรณบุรี,ศรีประจันต์,ดอนปรู,720505
สุพรรณบุรี,ศรีประจันต์,ปลายนา,720506
สุพรรณบุรี,ศรีประจันต์,วังหว้า,720507
สุพรรณบุรี,ศรีประจันต์,วังน้ำซับ,720508
สุพรรณบุรี,ศรีประจันต์,วังยาง,720509
สุพรรณบุรี,ดอนเจดีย์,ดอนเจดีย์,720601
สุพรรณบุรี,ดอนเจดีย์,หนองสาหร่าย,720602
สุพรรณบุรี,ดอนเจดีย์,ไร่รถ,720603
สุพรรณบุรี,ดอนเจดีย์,สระกระโจม,720604
สุพรรณบุรี,ดอนเจดีย์,ทะเลบก,720605
สุพรรณบุรี,สองพี่น้อง,สองพี่น้อง,720701
สุพรรณบุรี,สองพี่น้อง,บางเลน,720702
สุพรรณบุรี,สองพี่น้อง,บางตาเถร,720703
สุพรรณบุรี,สองพี่น้อง,บางตะเคียน,720704
สุพรรณบุรี,สองพี่น้อง,บ้านกุ่ม,720705
สุพรรณบุรี,สองพี่น้อง,หัวโพธิ์,720706
สุพรรณบุรี,สองพี่น้อง,บางพลับ,720707
สุพรรณบุรี,สองพี่น้อง,เนินพระปรางค์,720708
สุพรรณบุรี,สองพี่น้อง,บ้านช้าง,720709
สุพรรณบุรี,สองพี่น้อง,ต้นตาล,720710
สุพรรณบุรี,สองพี่น้อง,ศรีสำราญ,720711
สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,720712
สุพรรณบุรี,สองพี่น้อง,หนองบ่อ,720713
สุพรรณบุรี,สองพี่น้อง,บ่อสุพรรณ,720714
สุพรรณบุรี,สองพี่น้อง,ดอนมะนาว,720715
สุพรรณบุรี,สามชุก,ย่านยาว,720801
สุพรรณบุรี,สามชุก,วังลึก,720802
สุพรรณบุรี,สามชุก,สามชุก,720803
สุพรรณบุรี,สามชุก,หนองผักนาก,720804
สุพรรณบุรี,สามชุก,บ้านสระ,720805
สุพรรณบุรี,สามชุก,หนองสะเดา,720806
สุพรรณบุรี,สามชุก,กระเสียว,720807
สุพรรณบุรี,อู่ทอง,อู่ทอง,720901
สุพรรณบุรี,อู่ทอง,สระยายโสม,720902
สุพรรณบุรี,อู่ทอง,จรเข้สามพัน,720903
สุพรรณบุรี,อู่ทอง,บ้านดอน,720904
สุพรรณบุรี,อู่ทอง,ยุ้งทะลาย,720905
สุพรรณบุรี,อู่ทอง,ดอนมะเกลือ,720906
สุพรรณบุรี,อู่ทอง,หนองโอ่ง,720907
สุพรรณบุรี,อู่ทอง,ดอนคา,720908
สุพรรณบุรี,อู่ทอง,พลับพลาไชย,720909
สุพรรณบุรี,อู่ทอง,บ้านโข้ง,720910
สุพรรณบุรี,อู่ทอง,เจดีย์,720911
สุพรรณบุรี,อู่ทอง,สระพังลาน,720912
สุพรรณบุรี,อู่ทอง,กระจัน,720913
สุพรรณบุรี,หนองหญ้าไซ,หนองหญ้าไซ,721001
สุพรรณบุรี,หนองหญ้าไซ,หนองราชวัตร,721002
สุพรรณบุรี,หนองหญ้าไซ,หนองโพธิ์,721003
สุพรรณบุรี,หนองหญ้าไซ,แจงงาม,721004
สุพรรณบุรี,หนองหญ้าไซ,หนองขาม,721005
สุพรรณบุรี,หนองหญ้าไซ,ทัพหลวง,721006
นครปฐม,เมืองนครปฐม,พระปฐมเจดีย์,730101
นครปฐม,เมืองนครปฐม,บางแขม,730102
นครปฐม,เมืองนครปฐม,พระประโทน,730103
นครปฐม,เมืองนครปฐม,ธรรมศาลา,730104
นครปฐม,เมืองนครปฐม,ตาก้อง,730105
นครปฐม,เมืองนครปฐม,มาบแค,730106
นครปฐม,เมืองนครปฐม,สนามจันทร์,730107
นครปฐม,เมืองนครปฐม,ดอนยายหอม,730108
นครปฐม,เมืองนครปฐม,ถนนขาด,730109
นครปฐม,เมืองนครปฐม,บ่อพลับ,730110
นครปฐม,เมืองนครปฐม,นครปฐม,730111
นครปฐม,เมืองนครปฐม,วังตะกู,730112
นครปฐม,เมืองนครปฐม,หนองปากโลง,730113
นครปฐม,เมืองนครปฐม,สามควายเผือก,730114
นครปฐม,เมืองนครปฐม,ทุ่งน้อย,730115
นครปฐม,เมืองนครปฐม,หนองดินแดง,730116
นครปฐม,เมืองนครปฐม,วังเย็น,730117
นครปฐม,เมืองนครปฐม,โพรงมะเดื่อ,730118
นครปฐม,เมืองนครปฐม,ลำพยา,730119
นครปฐม,เมืองนครปฐม,สระกะเทียม,730120
นครปฐม,เมืองนครปฐม,สวนป่าน,730121
นครปฐม,เมืองนครปฐม,ห้วยจรเข้,730122
นครปฐม,เมืองนครปฐม,ทัพหลวง,730123
นครปฐม,เมืองนครปฐม,หนองงูเหลือม,730124
นครปฐม,เมืองนครปฐม,บ้านยาง,730125
นครปฐม,กำแพงแสน,ทุ่งกระพังโหม,730201
นครปฐม,กำแพงแสน,กระตีบ,730202
นครปฐม,กำแพงแสน,ทุ่งลูกนก,730203
นครปฐม,กำแพงแสน,ห้วยขวาง,730204
นครปฐม,กำแพงแสน,ทุ่งขวาง,730205
นครปฐม,กำแพงแสน,สระสี่มุม,730206
นครปฐม,กำแพงแสน,ทุ่งบัว,730207
นครปฐม,กำแพงแสน,ดอนข่อย,730208
นครปฐม,กำแพงแสน,สระพัฒนา,730209
นครปฐม,กำแพงแสน,ห้วยหมอนทอง,730210
นครปฐม,กำแพงแสน,ห้วยม่วง,730211
นครปฐม,กำแพงแสน,กำแพงแสน,730212
นครปฐม,กำแพงแสน,รางพิกุล,730213
นครปฐม,กำแพงแสน,หนองกระทุ่ม,730214
นครปฐม,กำแพงแสน,วังน้ำเขียว,730215
นครปฐม,นครชัยศรี,นครชัยศรี,730301
นครปฐม,นครชัยศรี,บางกระเบา,730302
นครปฐม,นครชัยศรี,วัดแค,730303
นครปฐม,นครชัยศรี,ท่าตำหนัก,730304
นครปฐม,นครชัยศรี,บางแก้ว,730305
นครปฐม,นครชัยศรี,ท่ากระชับ,730306
นครปฐม,นครชัยศรี,ขุนแก้ว,730307
นครปฐม,นครชัยศรี,ท่าพระยา,730308
นครปฐม,นครชัยศรี,พะเนียด,730309
นครปฐม,นครชัยศรี,บางระกำ,730310
นครปฐม,นครชัยศรี,โคกพระเจดีย์,730311
นครปฐม,นครชัยศรี,ศรีษะทอง,730312
นครปฐม,นครชัยศรี,แหลมบัว,730313
นครปฐม,นครชัยศรี,ศรีมหาโพธิ์,730314
นครปฐม,นครชัยศรี,สัมปทวน,730315
นครปฐม,นครชัยศรี,วัดสำโรง,730316
นครปฐม,นครชัยศรี,ดอนแฝก,730317
นครปฐม,นครชัยศรี,ห้วยพลู,730318
นครปฐม,นครชัยศรี,วัดละมุด,730319
นครปฐม,นครชัยศรี,บางพระ,730320
นครปฐม,นครชัยศรี,บางแก้วฟ้า,730321
นครปฐม,นครชัยศรี,ลานตากฟ้า,730322
นครปฐม,นครชัยศรี,งิ้วราย,730323
นครปฐม,นครชัยศรี,ไทยาวาส,730324
นครปฐม,ดอนตูม,สามง่าม,730401
นครปฐม,ดอนตูม,ห้วยพระ,730402
นครปฐม,ดอนตูม,ลำเหย,730403
นครปฐม,ดอนตูม,ดอนพุทรา,730404
นครปฐม,ดอนตูม,บ้านหลวง,730405
นครปฐม,ดอนตูม,ดอนรวก,730406
นครปฐม,ดอนตูม,ห้วยด้วน,730407
นครปฐม,ดอนตูม,ลำลูกบัว,730408
นครปฐม,บางเลน,บางเลน,730501
นครปฐม,บางเลน,บางปลา,730502
นครปฐม,บางเลน,บางหลวง,730503
นครปฐม,บางเลน,บางภาษี,730504
นครปฐม,บางเลน,บางระกำ,730505
นครปฐม,บางเลน,บางไทรป่า,730506
นครปฐม,บางเลน,หินมูล,730507
นครปฐม,บางเลน,ไทรงาม,730508
นครปฐม,บางเลน,ดอนตูม,730509
นครปฐม,บางเลน,นิลเพชร,730510
นครปฐม,บางเลน,บัวปากท่า,730511
นครปฐม,บางเลน,คลองนกกระทุง,730512
นครปฐม,บางเลน,นราภิรมย์,730513
นครปฐม,บางเลน,ลำพญา,730514
นครปฐม,บางเลน,ไผ่หูช้าง,730515
นครปฐม,สามพราน,ท่าข้าม,730601
นครปฐม,สามพราน,ทรงคนอง,730602
นครปฐม,สามพราน,หอมเกร็ด,730603
นครปฐม,สามพราน,บางกระทึก,730604
นครปฐม,สามพราน,บางเตย,730605
นครปฐม,สามพราน,สามพราน,730606
นครปฐม,สามพราน,บางช้าง,730607
นครปฐม,สามพราน,ไร่ขิง,730608
นครปฐม,สามพราน,ท่าตลาด,730609
นครปฐม,สามพราน,กระทุ่มล้ม,730610
