"hoscode","hosname","hostype","address","road","mu","subdistcode","distcode","provcode","postcode","hoscodenew","bed","level_service","bedhos","hdc_regist","dep","hmain_sent","register_date","mcode","amcode","tmcode","lat","lon"
"05677","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงอินำ ตำบลพระซอง",18,"-","",11,"02","07",48,"-","000567700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480702,17.07162852754034400000,104.57067824963747000000
"05678","โรงพยาบาลส่งเสริมสุขภาพตำบลหนองสังข์",18,"-","","01","03","07",48,"-","000567800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480703,16.98632439715570200000,104.46391072864776000000
"05679","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาฉันทะ ตำบลนาคู่",18,"-","","05","04","07",48,"-","000567900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480704,16.99711995551193800000,104.54041277516535000000
"05680","โรงพยาบาลส่งเสริมสุขภาพตำบลนาคู่",18,"-","","07","04","07",48,"-","000568000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480704,16.96859974785126000000,104.53406228971289000000
"05682","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงน้อย ตำบลพิมาน",18,"-","","06","05","07",48,"-","000568200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480705,16.89510566357086700000,104.54577535519593000000
"05683","โรงพยาบาลส่งเสริมสุขภาพตำบลพิมาน",18,"-","",14,"05","07",48,"-","000568300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480705,16.94237511002207000000,104.56087682249142000000
"05684","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหอยใหญ่ ตำบลพุ่มแก",18,"-","","04","06","07",48,"-","000568400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480706,16.92657895235866000000,104.58917879414980000000
"05685","โรงพยาบาลส่งเสริมสุขภาพตำบลพุ่มแก",18,"-","",13,"06","07",48,"-","000568500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480706,16.92412247003201700000,104.62091121226900000000
"05686","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนตูม ตำบลก้าเหลือง",18,"-","","04","07","07",48,"-","000568600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480707,16.96132037026992700000,104.40762975160521000000
"05687","โรงพยาบาลส่งเสริมสุขภาพตำบลก้านเหลือง",18,"-","","06","07","07",48,"-","000568700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480707,16.96964346964425400000,104.42113762823703000000
"05688","โรงพยาบาลส่งเสริมสุขภาพตำบลหนองบ่อ",18,"-","","02","08","07",48,"-","000568800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480708,16.99300422124714000000,104.36865519493130000000
"05689","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงขวาง ตำบลหนองบ่อ",18,"-","","05","08","07",48,"-","000568900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480708,16.97759340545420800000,104.33796302624569000000
"05690","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเลียง ตำบลนาเลียง",18,"-","","01","09","07",48,"-","000569000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480709,17.02434841500000000000,104.53000624000000000000
"05691","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกสี",18,"-","","01","02",12,48,"-","000569100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4812,481202,17.08172070700000000000,104.49634241000000000000
"05692","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาขาม ตำบลวังยาง",18,"-","","04","01",12,48,"-","000569200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4812,481201,17.00280224667398300000,104.43581435737906000000
"05693","โรงพยาบาลส่งเสริมสุขภาพตำบลวังยาง",18,"-","","01","01",12,48,"-","000569300",0,"10-1 ปฐมภูมิ",0,1,21002,40840,NULL,21000,4812,481201,17.05346709700000000000,104.45923004000000000000
"05694","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก้ง",18,"-","","02",12,"07",48,"-","000569400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480712,16.91555397571350700000,104.46947938323888000000
"05695","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำพี้ห ตำบลคำพี้",18,"-","","01",13,"07",48,"-","000569500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4807,480713,16.97801356561444300000,104.39716505030140000000
"05696","โรงพยาบาลส่งเสริมสุขภาพตำบลยอดชาด",18,"-","","01","03",12,48,"-","000569600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4812,481203,17.06063931700000000000,104.37975661000000000000
"05697","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเดื่อ",18,"-","","01","02","08",48,"-","000569700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480802,17.56925147100000000000,104.31348612000000000000
"05698","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านอีอูด ตำบลนาเดื่อ",18,"-","","03","02","08",48,"-","000569800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480802,17.53480001900000000000,104.32651190000000000000
"05700","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองผือ ตำบลบ้านเอื้อง",18,"-","","04","03","08",48,"-","000570000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480803,17.54020736000000000000,104.26132776000000000000
"05701","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเอื้อง",18,"-","",10,"03","08",48,"-","000570100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480803,17.55910225900000000000,104.21183761000000000000
"05702","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแค ตำบลสามผง",18,"-","","02","04","08",48,"-","000570200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480804,17.69149700500000000000,104.20958415000000000000
"05703","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปากยาม  ตำบลสามผง",18,"-","","01","04","08",48,"-","000570300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480804,17.70635192200000000000,104.07721625000000000000
"05704","โรงพยาบาลส่งเสริมสุขภาพตำบลสามผง",18,"-","","09","04","08",48,"-","000570400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480804,17.70370001800000000000,104.15154029000000000000
"05705","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าบ่อ  ตำบลท่าบ่อสงคราม",18,"-","","04","05","08",48,"-","000570500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480805,17.65268648300000000000,104.21882737000000000000
"05706","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนสมอ",18,"-","","07","05","08",48,"-","000570600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480805,17.59909160000000000000,104.16313648000000000000
"05707","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านข่า",18,"-","","01","06","08",48,"-","000570700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480806,17.63905065900000000000,104.12696759000000000000
"05708","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขามเปี้ยใหญ่ ตำบลบ้านข่า",18,"-","",11,"06","08",48,"-","000570800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480806,17.68976876600000000000,104.10576022000000000000
"05709","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่า ตำบลนาคำ",18,"-","","04","07","08",48,"-","000570900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480807,17.60859873600000000000,104.35152176000000000000
"05710","โรงพยาบาลส่งเสริมสุขภาพตำบลนาคำ",18,"-","","05","07","08",48,"-","000571000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480807,17.63829588400000000000,104.34871807000000000000
"05711","โรงพยาบาลส่งเสริมสุขภาพตำบลภูกระแต ตำบลนาคำ",18,"-","","07","07","08",48,"-","000571100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480807,17.57280076100000000000,104.40085834000000000000
"05712","โรงพยาบาลส่งเสริมสุขภาพตำบลโพนสว่าง",18,"-","","02","08","08",48,"-","000571200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480808,17.53498931700000000000,104.18976467000000000000
"05713","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาโพธิ์ ตำบลโพนสว่าง",18,"-","","01","08","08",48,"-","000571300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480808,17.53128468400000000000,104.16605005000000000000
"05714","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเสียวสงคราม ตำบลหาดแพง",18,"-","","03","09","08",48,"-","000571400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480809,17.71627136300000000000,104.35242872000000000000
"05715","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหาดแพง  ตำบลหาดแพง",18,"-","","05","09","08",48,"-","000571500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4808,480809,17.67534185800000000000,104.29097063000000000000
"05716","โรงพยาบาลส่งเสริมสุขภาพตำบลนางัว",18,"-","","01","02","09",48,"-","000571600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480902,17.45778254120973500000,104.10630981876864000000
"05717","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านอูนนา ตำบลนางัว",18,"-","","03","02","09",48,"-","000571700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480902,17.43282695000000000000,104.14747448000003000000
"05718","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาคอย ตำบลนางัว",18,"-","",13,"02","09",48,"-","000571800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480902,17.40809220536654300000,104.10969883527480000000
"05719","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนแดง  ตำบลบ้านเสียว",18,"-","","04","03","09",48,"-","000571900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480903,17.54667351882568000000,104.08862525459120000000
"05720","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกสะอาด",18,"-","","08","03","09",48,"-","000572000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480903,17.55103176108129800000,104.04993295418035000000
"05721","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาคูณใหญ่  ตำบลนาคูณใหญ่",18,"-","","02","04","09",48,"-","000572100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480904,17.50600781596200400000,104.13262141380392000000
"05722","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนศาลา ตำบลเหล่าพัฒนา",18,"-","","01","05","09",48,"-","000572200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480905,17.58327476402352000000,104.12928216831824000000
"05723","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าพัฒนา",18,"-","","02","05","09",48,"-","000572300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480905,17.58391315286455400000,104.06824780567922000000
"05724","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าเรือ  ตำบลท่าเรือ",18,"-","","01","06","09",48,"-","000572400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4809,480906,17.51544840234175400000,104.06683511467463000000
"05725","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านต้าย  ตำบลโพนจาน",18,"-","","04","06",10,48,"-","000572500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481006,17.42808993429550700000,104.38466280284808000000
"05726","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาหัวบ่อ",18,"-","","03","02",10,48,"-","000572600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481002,17.45282696800000000000,104.39984703000000000000
"05727","โรงพยาบาลส่งเสริมสุขภาพตำบลโพนตูม ตำบลนาหัวบ่อ",18,"-","","06","02",10,48,"-","000572700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481002,17.48678521700000000000,104.37125106000000000000
"05728","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนยาง",18,"-","","02","03",10,48,"-","000572800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481003,17.52355693000000000000,104.51844335000000000000
"05729","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขามเตี้ยใหญ่ ตำบลนาขมิ้น",18,"-","","03","03",10,48,"-","000572900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481003,17.49470521700000000000,104.49226984000000000000
"05730","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนบก ตำบลโพนบก",18,"-","","02","04",10,48,"-","000573000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481004,17.47606008000000000000,104.50053222000000000000
"05731","โรงพยาบาลส่งเสริมสุขภาพตำบลขว้างคลี",18,"-","",10,"05",10,48,"-","000573100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481005,17.48318316800000000000,104.28120965000000000000
"05732","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านค้อ",18,"-","","02","05",10,48,"-","000573200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481005,17.43844860500000000000,104.26621800000000000000
"05733","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยไห ตำบลบ้านค้อ",18,"-","","04","05",10,48,"-","000573300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481005,17.43082557000000000000,104.22244549000000000000
"05734","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาใน",18,"-","","01","07",10,48,"-","000573400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4810,481007,17.50445033800000000000,104.53689557000000000000
"05735","โรงพยาบาลส่งเสริมสุขภาพตำบลพันห่าว",18,"-","","03","01",11,48,"-","000573500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4811,481101,17.86789854100000000000,104.01491939000000000000
"05736","สถานีอนามัยเฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี ",18,"-","","01","01",11,48,"-","000573600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4811,481101,17.83154939100000000000,104.05851449000000000000
"05737","โรงพยาบาลส่งเสริมสุขภาพตำบลหนองซน",18,"-","","01","02",11,48,"-","000573700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4811,481102,17.83868528200000000000,104.15442957000000000000
"05738","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำแม่นาง ตำบลหนองซน",18,"-","","02","02",11,48,"-","000573800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4811,481102,17.80291283400000000000,104.15024874000000000000
"05739","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนเตย ตำบลดอนเตย",18,"-","","01","03",11,48,"-","000573900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4811,481103,17.76573163000000000000,104.10974916000000000000
"05740","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุดโง้ง ",18,"บ้านกุดโง้ง ","","04","01","01",49,49000,"000574000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490101,16.55441360600000000000,104.63736794000000000000
"05741","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคก ",18,"บ้านโคก ","","02","03","01",49,49000,"000574100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490103,16.62789874700000000000,104.53367982000000000000
"05742","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแวง ",18,"บ้านหนองแวง ","",12,"03","01",49,49000,"000574200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490103,16.59561420000000000000,104.53593262000000000000
"05743","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกสูง ",18,"บ้านโคกสูง ","","03","04","01",49,49000,"000574300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490104,16.60285768800000000000,104.72592753000000000000
"05744","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำฮี ",18,"บ้านคำฮี ","","07","05","01",49,49000,"000574400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490105,16.62558469300000000000,104.64321649000000000000
"05745","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนตูม ",18,"บ้านโนนตูม ","","03","06","01",49,49000,"000574500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490106,16.61322189300000000000,104.48903223000000000000
"05746","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองไผ่ ",18,"บ้านหนองไผ่ ","","08","06","01",49,49000,"000574600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490106,16.62829687000000000000,104.48083878000000000000
"05747","สถานีอนามัยเฉลิมพระเกียรติ 60 พรรษา นวมินทราชินี  ",18,"บ้านนาโสก ","","08","07","01",49,49000,"000574700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490107,16.51193919777732300000,104.51495150410028000000
"05748","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาโด่",18,"บ้านนาโด่  ","",12,"07","01",49,49000,"000574800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490107,16.44367683000000000000,104.54105377000000000000
"05749","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาสีนวน ",18,"บ้านนาสีนวน  ","","01","08","01",49,49000,"000574900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490108,16.45980839000000000000,104.80450357000000000000
"05750","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าไค้-นาแล ",18,"บ้านท่าไค้-นาแล ","","06","08","01",49,49000,"000575000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490108,16.44192073800000000000,104.83936805000000000000
"05751","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำป่าหลาย",18,"บ้านคำป่าหลาย ","","01","09","01",49,49000,"000575100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490109,16.72225959200000000000,104.65652687000000000000
"05752","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสามขา ",18,"บ้านดงมอน ","","02","09","01",49,49000,"000575200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490109,16.68960062600000000000,104.65193316000000000000
"05753","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก้ง ",18,"บ้านแก้ง ","","05","09","01",49,49000,"000575300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490109,16.72680427100000000000,104.55998816000000000000
"05754","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหมืองบ่า ",18,"บ้านเหมืองบ่า ","","02",10,"01",49,49000,"000575400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490110,16.51758383100000000000,104.68665266000000000000
"05755","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสะอาด  ",18,"บ้านโนนสะอาด ","","07",10,"01",49,49000,"000575500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490110,16.47975981500000000000,104.68586096000000000000
"05756","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงเย็น ตำบลดงเย็น",18,"บ้านดงเย็น ","","01",11,"01",49,49000,"000575600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490111,16.38316745000000000000,104.69772173000000000000
"05757","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป่งโพง ",18,"บ้านป่งโพน ","","03",11,"01",49,49000,"000575700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490111,16.42868662100000000000,104.65288830000000000000
"05758","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงมอน ",18,"บ้านดงมอน ","","02",12,"01",49,49000,"000575800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490112,16.65980300000000000000,104.50498939000000000000
"05759","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดงยาง ",18,"บ้านดงยาง ","","04",13,"01",49,49000,"000575900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4901,490113,16.60671636000000000000,104.58358779000000000000
"05760","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านภูแผงม้า ตำบลนิคมคำสร้อย",18,"บ้านภูแผงม้า ","",10,"01","02",49,49130,"000576000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490201,16.30082543200000000000,104.58750662000000000000
"05761","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนากอก ",18,"บ้านนากอก ","","01","02","02",49,49130,"000576100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490202,16.37902676000000000000,104.56366539000000000000
"05762","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแวง ",18,"บ้านหนองแวง ","","01","03","02",49,49130,"000576200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490203,16.38913464000000000000,104.59080398000000000000
"05763","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าหลวง ตำบลหนองแวง",18,"บ้านเหล่าหลวง ","",11,"03","02",49,49130,"000576300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490203,16.43650407800000000000,104.61541589000000000000
"05764","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่ากลาง ตำบลกกแดง",18,"บ้านเหล่ากลาง  ","","02","04","02",49,49130,"000576400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490204,16.40905846500000000000,104.51863895000000000000
"05765","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาอุดม ตำบลนาอุดม",18,"บ้านนาอุดม ","","01","05","02",49,49130,"000576500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490205,16.23672399200000000000,104.61204463000000000000
"05766","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทรายไหลแล้ง ตำบลนาอุดม",18,"บ้านทรายทอง ","","09","05","02",49,49130,"000576600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490205,16.30637441500000000000,104.62550898000000000000
"05767","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหลี่ ตำบลโชคชัย",18,"บ้านหนองหลี่ ","","07","06","02",49,49130,"000576700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490206,16.34913942200000000000,104.49792595000000000000
"05768","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสุริโย ตำบลร่มเกล้า",18,"บ้านสุริโย ","","06","07","02",49,49130,"000576800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4902,490207,16.41284836000000000000,104.45654449000000000000
"05769","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหล่ม ตำบลโพธิ์ไทร",18,"บ้านหนองหล่ม ","","03","02","03",49,49120,"000576900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490302,16.40070485000000000000,104.86137312000000000000
"05770","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพธิ์ไทร ตำบลโพธิ์ไทร",18,"บ้านโพธิ์ไทร ","","07","02","03",49,49120,"000577000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490302,16.38729757400000000000,104.86005280000000000000
"05771","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป่าชาด ตำบลป่าไร่",18,"บ้านป่าชาด ","","01","03","03",49,49120,"000577100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490303,16.22606020700000000000,104.71720998000000000000
"05772","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองเม็ก  ตำบลป่าไร่",18,"บ้านหนองเม็ก ","","03","03","03",49,49120,"000577200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490303,16.22528769200000000000,104.77413913000000000000
"05774","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาทาม ตำบลป่าไร่",18,"บ้านนาทาม ","",10,"03","03",49,49120,"000577400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490303,16.28434767700000000000,104.69543064000000000000
"05775","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าหมี ตำบลเหล่าหมี",18,"บ้านเหล่าหมี ","","01","04","03",49,49120,"000577500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490304,16.33578339400000000000,104.80910246000000000000
"05776","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาซิง  ตำบลเหล่าหมี",18,"บ้านนาซิง ","","04","04","03",49,49120,"000577600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490304,16.32767951500000000000,104.76084981000000000000
"05777","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนายาง ตำบลบ้านบาก",18,"บ้านนายาง ","","05","05","03",49,49120,"000577700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490305,16.24670189700000000000,104.90169321000000000000
"05778","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาสะเม็ง ตำบลนาสะเม็ง",18,"บ้านนาสะเม็ง ","","02","06","03",49,49120,"000577800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490306,16.29432948841198000000,104.87523079322932000000
"05779","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองกระยัง ตำบลนาสะเม็ง",18,"บ้านหนองกระยัง ","","06","06","03",49,49120,"000577900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490306,16.24421630900000000000,104.80947179000000000000
"05780","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก้ง ตำบลบ้านแก้ง",18,"บ้านแก้ง ","","01","07","03",49,49120,"000578000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4903,490307,16.40291360600000000000,104.81788755000000000000
"05781","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่า ตำบลหนองบัว",18,"บ้านเหล่า ","","05","02","04",49,49140,"000578100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490402,16.81158663000000000000,104.58710790000000000000
"05782","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกกตูม ตำบลกกตูม",18,"บ้านกกตูม ","","01","03","04",49,49140,"000578200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490403,16.84231154100000000000,104.23629430000000000000
"05783","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสานแว้  ตำบลกกตูม",18,"บ้านสานแว้ ","","04","03","04",49,49140,"000578300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490403,16.76300305500000000000,104.15522102000000000000
